,state_abv,year,Administered,Administered Janssen,Administered Moderna,Administered Pfizer,Administered Novavax,Administered Unknown,Population 2020,Population 2021,Population 2022,Population 2023,Administered % of 2020,Administered Janssen % of 2020,Administered Moderna % of 2020,Administered Pfizer % of 2020,Administered Novavax % of 2020,Administered Unknown % of 2020,Administered % of 2021,Administered Janssen % of 2021,Administered Moderna % of 2021,Administered Pfizer % of 2021,Administered Novavax % of 2021,Administered Unknown % of 2021,Administered % of 2022,Administered Janssen % of 2022,Administered Moderna % of 2022,Administered Pfizer % of 2022,Administered Novavax % of 2022,Administered Unknown % of 2022,Administered % of 2023,Administered Janssen % of 2023,Administered Moderna % of 2023,Administered Pfizer % of 2023,Administered Novavax % of 2023,Administered Unknown % of 2023
58,NE,2022,387148.0,701.0,113502.0,270820.0,237.0,1888.0,43192006.0,43213566.0,43297320.0,43524338.0,0.8963417906545021,0.0016229855126432423,0.26278473845368516,0.62701417479892,0.00054871264835442,0.004371179240899346,0.8958945901386616,0.0016221757769307905,0.2626536305751763,0.6267013465169711,0.0005484388860664727,0.0043689983835168795,0.8941615785919313,0.0016190378526892658,0.2621455554292968,0.6254890602928773,0.0005473779901388816,0.004360547026929149,0.8894977334290529,0.0016105931352706616,0.26077823400783257,0.6222265804479323,0.0005445229287576987,0.004337802909259642
59,NE,2023,86588.0,244.0,-70649.0,-193144.0,161.0,1096.0,37302187.0,37320807.0,37393140.0,37589201.0,0.23212580002346778,0.0006541171433192376,-0.18939640187852794,-0.5177819734805361,0.00043161008227211986,0.0029381655290077226,0.23200998842281198,0.0006537907928946982,-0.18930190871810462,-0.5175236430444818,0.0004313947444919935,0.002936699627100775,0.23156119010064413,0.0006525261050556332,-0.18893572457407964,-0.5165225493232182,0.00043056025784408584,0.0029310188981187457,0.23035339325249293,0.000649122603058256,-0.18795025730927348,-0.5138284264142778,0.00042831450447696406,0.002915731036687904
60,NH,2022,219074.0,650.0,68447.0,149568.0,251.0,158.0,30331444.0,30524868.0,30778066.0,30845188.0,0.722266964935794,0.002142990620558652,0.22566350616212005,0.4931120325164869,0.000827524070400341,0.0005209115662281031,0.7176902452125264,0.0021294113376673736,0.22423356589125953,0.4899873768495903,0.0008222803780838627,0.0005176107559253,0.7117861141762448,0.00211189358031788,0.222388892141566,0.48595646003228404,0.0008155158287073658,0.0005133525933695769,0.7102372013423942,0.002107297903322878,0.22190495321344775,0.4848989735449173,0.0008137411903600653,0.0005122354903461765
61,NH,2023,76996.0,1031.0,-54696.0,-209143.0,79.0,216.0,26195338.0,26362386.0,26581057.0,26639026.0,0.29393016421471635,0.003935814838502943,-0.20880051251867793,-0.7983977912405635,0.0003015803804478492,0.0008245742047688027,0.2920676451668677,0.003910875138540192,-0.20747742636042124,-0.7933386606204764,0.0002996693850093842,0.0008193492045826201,0.28966492942699756,0.00387870203957653,-0.2057705982121027,-0.7868122023890924,0.00029720413300343923,0.0008126087687182642,0.2890345915800375,0.0038702616229287063,-0.20532282223832057,-0.7851000258042468,0.0002965573891477864,0.0008108404564040742
62,NJ,2022,1578628.0,3632.0,600937.0,976261.0,1362.0,-3564.0,203992624.0,203921850.0,203737974.0,204398502.0,0.7738652354410619,0.0017804565325852176,0.2945876121481726,0.47857661755456415,0.0006676711997194566,-0.001747121993979547,0.7741338164595898,0.001781074465536675,0.29468985300005857,0.47874271442712,0.0006679029245762532,-0.0017477283577017372,0.7748324816462541,0.0017826819069085276,0.29495581417728245,0.4791747855507781,0.0006685057150906978,-0.0017493057038056145,0.7723285564979336,0.0017769210461239097,0.29400264391370146,0.47762629884635854,0.0006663453922964661,-0.0017436527005466997
63,NJ,2023,322226.0,1488.0,-470083.0,-719749.0,535.0,21.0,176175448.0,176114325.0,175955523.0,176525979.0,0.18290062756077113,0.0008446125818848492,-0.2668266238778062,-0.40854103575204187,0.00030367455061048004,1.1919935631439404e-05,0.18296410584431447,0.0008449057167836859,-0.26691922988093103,-0.40868282577240667,0.00030377994521456445,1.1924072615898791e-05,0.18312923317559063,0.0008456682544713302,-0.2671601277329612,-0.4090516669942779,0.00030405411031059253,1.1934834236490548e-05,0.1825374382996624,0.0008429354185878782,-0.2662967811666973,-0.4077297880330691,0.0003030715382691632,1.1896265988135378e-05
64,NM,2022,508717.0,923.0,200450.0,301190.0,2773.0,3381.0,46606736.0,46572900.0,46496472.0,46516162.0,1.09150960496354,0.001980400429671797,0.43008804564215786,0.6462370589521652,0.005949783739414835,0.007254316200130385,1.0923026051630884,0.001981839224098134,0.4304005118856674,0.6467065611117195,0.005954106357989303,0.007259586583614076,1.0940980640423643,0.001985096847778042,0.43110797739665063,0.6477695770122086,0.005963893346574768,0.007271519439152287,1.0936349391852234,0.001984256568716912,0.43092549209025455,0.6474953802078511,0.0059613688678786525,0.007268441450522079
65,NM,2023,101307.0,643.0,-156104.0,-223089.0,77.0,3694.0,40251272.0,40222050.0,40156044.0,40173049.0,0.25168645602057,0.0015974650440860603,-0.3878237686500938,-0.5542408697046891,0.0001912983023244582,0.009177349724500633,0.2518693104901416,0.0015986256294743802,-0.3881055291811332,-0.5546435350759099,0.00019143728377842502,0.009184017224383143,0.25228331754990607,0.0016012533505541532,-0.3887434728381112,-0.5555552235175357,0.0001917519564427213,0.009199113338953409,0.2521765276018756,0.001600575550041024,-0.38857892016112594,-0.5553200604713872,0.00019167078904068247,0.009195219411899755
66,NV,2022,420280.0,651.0,138033.0,281138.0,456.0,2.0,68548480.0,69225904.0,69903262.0,70271872.0,0.6131135219920266,0.000949692830533952,0.20136551532579572,0.41013017356475295,0.0006652226278394503,2.9176431045589925e-06,0.6071137763690309,0.0009403994204250477,0.19939501259528514,0.40611676230331345,0.0006587129580857478,2.8890919214287183e-06,0.6012308839035294,0.0009312870120424424,0.19746288806951526,0.4021815176522091,0.0006523300729513882,2.861096811190299e-06,0.5980771367525259,0.000926401960659309,0.19642709959398832,0.4000718808230981,0.0006489082858074423,2.846088972839659e-06
67,NV,2023,84830.0,120.0,-114310.0,-217061.0,224.0,106.0,59200960.0,59786008.0,60370999.0,60689344.0,0.14329159527142804,0.00020269941568515105,-0.19308808505808014,-0.3666511489002881,0.00037837224261228196,0.00017905115052188343,0.14188938656014632,0.0002007158598045215,-0.1911985827854571,-0.3630632103752437,0.0003746696049684401,0.00017729900949399398,0.14051448775926334,0.00019877093635637866,-0.18934588112414705,-0.3595451518037659,0.0003710390811985735,0.0001755809937814678,0.13977742122241427,0.00019772828653412367,-0.18835267028096397,-0.35765916336152853,0.0003690928015303642,0.00017465998643847593
68,NY,2022,3712235.0,11252.0,1273252.0,2413463.0,2721.0,11547.0,442303620.0,436799572.0,432810400.0,430566752.0,0.8392956404019483,0.002543953856855162,0.2878683199563232,0.545657528192964,0.0006151882727073317,0.0026106501230986987,0.8498714829326801,0.002576009850119542,0.291495706868504,0.5525332794968948,0.0006229401708296546,0.0026435465463322387,0.857704666985821,0.0025997526861646575,0.2941823948777571,0.5576259258095462,0.0006286817507157869,0.002667911861637336,0.8621740955976089,0.0026132997840019006,0.2957153551884099,0.5605316687341432,0.0006319577597110889,0.002681814131342868
69,NY,2023,758528.0,3977.0,-987688.0,-1786556.0,1279.0,9762.0,381989490.0,377235994.0,373790800.0,371853104.0,0.19857300262371094,0.001041128121090452,-0.2585641819621791,-0.46769768456194954,0.000334825966023306,0.0025555676937603702,0.20107519220448514,0.0010542472254118996,-0.2618223116853478,-0.4735910751931058,0.00033904505941710324,0.002587770031297703,0.20292848299102068,0.0010639641211073146,-0.26423550285346775,-0.47795611877017835,0.0003421700052542759,0.0026116212598062873,0.20398592665774817,0.0010695083508029557,-0.2656124123680839,-0.48044670887028545,0.0003439530250633594,0.002625230203806501
70,OH,2022,2108780.0,5703.0,706465.0,1393198.0,1432.0,1982.0,259562424.0,258834994.0,258713334.0,259290570.0,0.8124365489821438,0.0021971593238010443,0.2721753746605479,0.5367487244609798,0.0005516977295604237,0.0007635928072547204,0.8147198210764345,0.002203334221492477,0.2729402964732041,0.538257203351723,0.0005532482211427717,0.0007657388088721883,0.8151029432445102,0.002204370339875872,0.2730686467053144,0.5385103189153753,0.0005535083862357091,0.0007660988977089214,0.8132883505944701,0.002199462942289031,0.2724607377738419,0.537311480321093,0.0005522761587511648,0.000764393398494978
71,OH,2023,387709.0,2237.0,-532410.0,-1020658.0,513.0,1981.0,224167548.0,223539313.0,223434243.0,223932765.0,0.17295500774269074,0.0009979142922150355,-0.23750538592678008,-0.45531032886169587,0.00022884668390984051,0.0008837139977103198,0.17344108058523022,0.0010007188310541151,-0.2381728711853024,-0.4565899332436438,0.00022948983474776986,0.0008861975879831034,0.17352264129003717,0.0010011894192959493,-0.23828487202832202,-0.45680464475626503,0.00022959775239106927,0.0008866143225861757,0.17313634295544023,0.0009989605585408639,-0.23775439918316552,-0.4557877003840863,0.00022908661892331834,0.0008846405303841982
72,OK,2022,533029.0,1758.0,199875.0,325218.0,670.0,5508.0,87235148.0,87815948.0,88423962.0,89184128.0,0.6110255008680675,0.0020152427551335156,0.22912209652008617,0.37280615377645715,0.0007680390477471305,0.006313968768643575,0.6069842803496239,0.0020019142764364397,0.22760672127573,0.3703404761968748,0.000762959365877369,0.006272209234705295,0.6028105820456224,0.00198814886851598,0.2260416695646368,0.36779396969341865,0.0007577131637688888,0.006229080755282149,0.597672491679237,0.0019712027682773333,0.22411499050593395,0.36465905682230815,0.0007512547524151383,0.00617598683030236
73,OK,2023,112914.0,655.0,-148019.0,-230075.0,318.0,3959.0,75339446.0,75841046.0,76366149.0,77022656.0,0.14987367971885537,0.0008693984821709467,-0.1964694563854372,-0.3053845126495886,0.00042208964477917716,0.005254883344908058,0.14888244025537306,0.000863648425946024,-0.19517004024443438,-0.3033647505336358,0.0004192980144287567,0.005220128424916502,0.14785870634906573,0.0008577098735200069,-0.1938280271275693,-0.30127877732842073,0.00041641486989215596,0.005184234182085049,0.14659842423507183,0.0008503991345092021,-0.19217592288689708,-0.29871081049191556,0.0004128655340059943,0.005140046066445696
74,OR,2022,977766.0,1362.0,272406.0,698542.0,914.0,4542.0,93390968.0,93642230.0,93266338.0,93133876.0,1.0469599158668106,0.0014583851406273034,0.29168345272960444,0.7479759712952113,0.0009786813645619348,0.00486342533680559,1.0441506999566328,0.0014544719834203009,0.29090080404962587,0.7459689928358177,0.0009760553545125955,0.004850375733256246,1.048358948112662,0.0014603339524277238,0.29207322367476246,0.7489754770901372,0.0009799891575028924,0.00486992423783166,1.049850003021457,0.0014624109491588216,0.29248863217074744,0.7500407263196047,0.0009813829717556263,0.0048768506101904315
75,OR,2023,232505.0,634.0,-202581.0,-548611.0,387.0,1923.0,80655836.0,80872835.0,80548201.0,80433802.0,0.28826804299691344,0.0007860559526033554,-0.251167193902745,-0.6801876060152671,0.0004798164884187674,0.002384204411445193,0.28749455858694706,0.0007839467974629554,-0.250493258954011,-0.6783625181434532,0.0004785290388299112,0.002377807084418396,0.28865324999623515,0.0007871063439393264,-0.2515028237564238,-0.6810965275313846,0.0004804576578935636,0.0023873903775951492,0.2890637943485501,0.0007882258257542021,-0.25186052997967195,-0.6820652342158338,0.00048114100089412655,0.0023907859036677143
76,PA,2022,2746318.0,6193.0,956946.0,1780886.0,1860.0,433.0,285900494.0,286299508.0,285386002.0,285157026.0,0.9605852587299133,0.0021661382648747716,0.3347129578586877,0.622904135310798,0.0006505760007536049,0.0001514512947990919,0.9592464965046325,0.0021631193302644445,0.33424647030828986,0.622035997351417,0.0006496692966723505,0.0001512402179887784,0.9623169954916009,0.0021700433646356628,0.33531637616900356,0.6240271027728963,0.0006517488548720059,0.00015172433019332182,0.9630897188554631,0.002171785870708302,0.33558562923152385,0.6245281853935452,0.0006522721975645798,0.0001518461621212167
77,PA,2023,660531.0,5849.0,-624226.0,-1229092.0,574.0,35.0,246914063.0,247258666.0,246469729.0,246271977.0,0.26751453196896285,0.0023688403685617533,-0.2528110357165035,-0.49778128676291716,0.00023246954548716814,1.4174972285802936e-05,0.26714169848348207,0.002365538929179534,-0.2524586944103306,-0.4970875318076819,0.00023214555400052187,1.4155216707348895e-05,0.2679968054007963,0.0023731108983367282,-0.2532668017823803,-0.49867868357984035,0.0002328886400487745,1.420052683224235e-05,0.2682120020500749,0.0023750164640128748,-0.25347017050177817,-0.4990791136581488,0.0002330756454681809,1.4211929601718348e-05
78,PW,2022,1919.0,8.0,845.0,1014.0,0.0,52.0,0.0,0.0,0.0,0.0,inf,inf,inf,inf,,inf,inf,inf,inf,inf,,inf,inf,inf,inf,inf,,inf,inf,inf,inf,inf,,inf
79,PW,2023,718.0,0.0,-638.0,-693.0,0.0,38.0,0.0,0.0,0.0,0.0,inf,,-inf,-inf,,inf,inf,,-inf,-inf,,inf,inf,,-inf,-inf,,inf,inf,,-inf,-inf,,inf
80,RI,2022,284605.0,693.0,121433.0,161659.0,288.0,532.0,24121768.0,24136024.0,24064524.0,24111164.0,1.179867910179718,0.00287292374257144,0.5034166649807759,0.6701789023093165,0.0011939423345751438,0.0022054768124790854,1.1791710183914303,0.0028712268433276336,0.5031193207298766,0.6697830595461788,0.001193237129694601,0.0022041741423525266,1.1826745461493442,0.002879757771232043,0.5046141781154698,0.6717731046747486,0.0011967824503821478,0.002210723137511467,1.180386811686072,0.002874187243718304,0.5036380657524456,0.6704736444909918,0.0011944674259608537,0.0022064467729554656
81,RI,2023,61680.0,286.0,-93110.0,-112837.0,88.0,475.0,20832436.0,20844748.0,20782998.0,20823278.0,0.2960767526178888,0.0013728591317885245,-0.4469472509119912,-0.5416409295581179,0.00042241819439646906,0.0022800982083900317,0.2959018741795295,0.0013720482492760287,-0.44668326045486373,-0.541321008054403,0.0004221686920849319,0.0022787514629584392,0.2967810515114326,0.0013761248497449695,-0.4480104362229165,-0.5429293694778781,0.0004234230306907598,0.0022855220406603513,0.2962069660694152,0.0013734629101143441,-0.4471438166459671,-0.5418791412187841,0.0004226039723428751,0.002281100987078019
82,SC,2022,688434.0,1178.0,281281.0,404590.0,552.0,833.0,112907322.0,114264656.0,116225010.0,118218210.0,0.6097337070841163,0.0010433335758331067,0.2491255615822683,0.3583381421445812,0.000488896548268145,0.000737773233165516,0.6024907649483494,0.0010309399609972135,0.24616623359020132,0.35408149305591047,0.0004830890139817163,0.0007290093272586407,0.5923286218689076,0.0010135512141491749,0.24201417577851791,0.348109240859605,0.0004749408066301737,0.0007167132100053164,0.5823417559782034,0.000996462389339172,0.2379337328826075,0.342239998389419,0.00046693313999594485,0.0007046291768417066
83,SC,2023,143752.0,372.0,-209281.0,-274748.0,243.0,178.0,97510869.0,98683112.0,100376145.0,102097545.0,0.14742151462110342,0.0003814959335456235,-0.2146232539472087,-0.28176141061772303,0.0002492029888483508,0.00018254375314817468,0.14567031489643334,0.00037696419626490903,-0.2120737740820334,-0.27841440590158933,0.0002462427411085293,0.00018037534122353175,0.14321331029399467,0.000370605984121028,-0.20849674990008832,-0.27371842184216183,0.00024208939285325215,0.0001773329708966209,0.14079868423868566,0.0003643574387611377,-0.20498142242303669,-0.26910343436759426,0.0002380076817713883,0.0001743430755362433
84,SD,2022,169329.0,366.0,48952.0,119963.0,63.0,-15.0,19532744.0,19718578.0,20017118.0,20224996.0,0.8668981685317741,0.0018737766695759695,0.25061506975159253,0.6141635809080382,0.0003225353283696341,-7.679412580229383e-05,0.8587282510939683,0.001856117616594868,0.24825319553975952,0.6083755126764212,0.00031949565531551007,-7.607039412274049e-05,0.8459209762364392,0.0018284350424471693,0.24455068906522906,0.5993020573690977,0.0003147306220605784,-7.49358623953758e-05,0.8372263707740659,0.0018096418906584704,0.2420371306871952,0.5931422681121914,0.00031149573527727766,-7.416565125649469e-05
85,SD,2023,32520.0,35.0,-37299.0,-85383.0,56.0,127.0,16869188.0,17029681.0,17287511.0,17467042.0,0.19277750654032666,0.00020747886620268858,-0.22110726372840234,-0.5061476580852617,0.0003319661859243018,0.00075285188593547,0.1909607114778016,0.0002055235209631936,-0.21902348024017598,-0.5013775654400103,0.0003288376335411098,0.0007457567760664454,0.18811267856893918,0.00020245829489276971,-0.21575691260586907,-0.49389990265226735,0.0003239332718284315,0.0007346343843251929,0.1861792053857774,0.00020037737357017863,-0.2135393044798312,-0.4888234653583589,0.0003206037977122858,0.0007270836126689339
86,TN,2022,828337.0,2711.0,301588.0,516102.0,980.0,6956.0,152374002.0,153201598.0,155077472.0,156782758.0,0.5436209518209019,0.0017791749015032105,0.19792615278293996,0.33870738657897825,0.0006431543354751554,0.004565083222005287,0.5406843080057168,0.0017695637874482223,0.19685695445552728,0.336877687137441,0.0006396800116928285,0.004540422613607464,0.5341439922363449,0.0017481584946135824,0.19447570050664742,0.3328026910317444,0.0006319422075696463,0.004485499995769856,0.5283342445092081,0.0017291442213307664,0.19236043800173486,0.32918288119411704,0.0006250687336422543,0.004436712358383184
87,TN,2023,150178.0,734.0,-223332.0,-365278.0,327.0,880.0,131595729.0,132310471.0,133930544.0,135403291.0,0.11412072499708559,0.0005577688619362411,-0.16971067503262208,-0.27757587786150717,0.0002484883077018404,0.0006687147118581637,0.11350424411987771,0.0005547557910212564,-0.16879389689422236,-0.27607641121616144,0.0002471459722942109,0.0006651023107611793,0.11213125513773767,0.0005480452614304321,-0.16675210398607804,-0.2727368896522962,0.0002441564039342661,0.0006570569891808997,0.11091163212569183,0.0005420843131501139,-0.16493838395700441,-0.26977040018916526,0.00024150077711183548,0.0006499103481908723
88,TX,2022,2604480.0,-36658.0,867848.0,1725378.0,5062.0,42850.0,643155942.0,650348292.0,660656656.0,671072622.0,0.404953111666968,-0.005699706339648495,0.13493585977007114,0.2682674429835245,0.000787056399457163,0.006662458853563698,0.400474642901038,-0.005636671988061437,0.13344357333992968,0.26530061218335604,0.0007783521633358883,0.006588777202477838,0.39422595327640203,-0.0055487218159503415,0.131361425351325,0.2611610712357676,0.0007662073717153317,0.006485971133544441,0.38810702666394875,-0.00546259805544563,0.12932251615533794,0.25710749379968,0.0007543147841307703,0.006385299980245655
89,TX,2023,1026258.0,2148.0,-994142.0,-1397488.0,1542.0,14621.0,555452859.0,561664434.0,570567112.0,579562719.0,0.1847605936978353,0.00038671148508752205,-0.1789786448826254,-0.251594348171318,0.00027761131750696417,0.0026322665844807545,0.18271728417826077,0.0003824347546278852,-0.17699927925292133,-0.24881190892710148,0.0002745411506686215,0.0026031557483306837,0.17986630817235044,0.0003764675451535664,-0.1742375224739557,-0.24492964466553407,0.00027025742766610775,0.0025625381646602863,0.1770745367767522,0.00037062425335194826,-0.17153311753994996,-0.24112800119567385,0.000266062662322488,0.002522764063435212
90,UT,2022,618365.0,1854.0,165836.0,448788.0,817.0,1070.0,72247604.0,73464248.0,74387192.0,75190148.0,0.8558968959025963,0.0025661750665115484,0.22953840794498873,0.6211804615693552,0.001130833349158541,0.0014810179725821772,0.8417223572478412,0.0025236765508033243,0.22573701428210358,0.6108930700549743,0.0011121055782126838,0.0014564907817473337,0.8312788577904647,0.0024923645457675023,0.22293622805388325,0.6033135381693128,0.001098307353771332,0.0014384196677298964,0.8224016263407276,0.00246574857120909,0.22055549086031856,0.596870749609377,0.0010865785235586983,0.0014230587762641457
91,UT,2023,121588.0,906.0,-89620.0,-284150.0,334.0,1451.0,62395658.0,63446396.0,64243484.0,64936946.0,0.19486612353699356,0.0014520241136009816,-0.14363178925046355,-0.4554002780129348,0.0005352936577734303,0.0023254823276324774,0.1916389387980367,0.0014279770910864663,-0.1412530981271182,-0.44785837796050704,0.0005264286406433551,0.002286969932854815,0.18926121752674557,0.0014102597549037036,-0.13950052895636855,-0.4423016659557255,0.0005198970840373477,0.0022585948171802137,0.18724009595400437,0.001395199583300391,-0.13801080204788194,-0.4375783240560774,0.0005143451002453981,0.0022344752708265644
92,VA,2022,2031364.0,3981.0,706664.0,1315763.0,1887.0,3069.0,190018246.0,190461656.0,190940178.0,191745356.0,1.0690362861259124,0.00209506196578617,0.3718927076087209,0.6924403459655133,0.0009930625293741529,0.0016151080565178987,1.0665474839723121,0.00209018449361797,0.371026911579515,0.6908282893434466,0.0009907506002152999,0.0016113479555170938,1.0638745712282724,0.0020849462076022577,0.37009706778423557,0.6890969798928333,0.0009882676447489224,0.001607309698852381,1.059407144129217,0.002076191091689334,0.36854295443796825,0.6862033206165369,0.0009841177066108448,0.0016005602764115967
93,VA,2023,381077.0,1223.0,-550075.0,-944954.0,563.0,2021.0,164106667.0,164489612.0,164902881.0,165598262.0,0.2322129910785404,0.0007452469923114092,-0.3351935726048229,-0.575816947156693,0.0003430695475644509,0.001231516084596368,0.23167238062425485,0.0007435119975843824,-0.3344132151032127,-0.5744763991540086,0.0003422708541619029,0.001228649016449744,0.231091778196404,0.0007416486556108137,-0.33357513020042384,-0.5730366833312027,0.00034141307694921354,0.001225569855265294,0.23012137651541295,0.000738534321090882,-0.33217437994608906,-0.5706303849976396,0.0003399794135520577,0.0012204234365696422
94,VT,2022,232768.0,419.0,64858.0,167336.0,137.0,18.0,14144592.0,14236046.0,14236420.0,14244208.0,1.6456324791835637,0.002962262891711546,0.45853567214946883,1.183038718967645,0.0009685680576717944,0.00012725711706636713,1.635060746502224,0.0029432329735377366,0.45558998615205376,1.1754387419090948,0.0009623458648560141,0.00012643960268181206,1.6350177923944362,0.0029431556528958826,0.4555780175072104,1.1754078623698936,0.0009623205834050977,0.0001264362810313267,1.6341238487952436,0.0029415464868246797,0.455328930888962,1.174765209831252,0.000961794436026208,0.00012636715217862588
95,VT,2023,44204.0,223.0,-45712.0,-128622.0,56.0,34.0,12215784.0,12294767.0,12295090.0,12301816.0,0.36185970544338375,0.0018255070652853718,-0.3742043899924884,-1.052916456283117,0.0004584232989057436,0.0002783284314784872,0.3595350769965791,0.0018137797975350002,-0.37180045786959603,-1.0461523996347388,0.0004554783348069955,0.0002765404175613901,0.35952563177658725,0.001813732148361663,-0.3717906904300823,-1.0461249165317212,0.0004554663690953055,0.0002765331526650069,0.35932906166048983,0.001812740492948358,-0.37158741441101056,-1.0455529492556221,0.0004552173435206639,0.0002763819585661174
96,WA,2022,2080061.0,3894.0,649171.0,1420465.0,2372.0,4159.0,169940452.0,170311526.0,171258494.0,171883360.0,1.2239940376291338,0.002291390869079247,0.38199910166179857,0.835860434218452,0.0013957830358130388,0.002447327843990906,1.2213272048305175,0.002286398396782611,0.381166803707695,0.8340392651992327,0.001392741909904559,0.00244199561690264,1.2145739177176227,0.0022737558348492775,0.379059154870298,0.8294274735359988,0.00138504079102786,0.002428492685448933,1.2101584469840478,0.002265489806575808,0.37768112049938984,0.8264121669485633,0.0013800056038001584,0.0024196641257187433
97,WA,2023,430141.0,1504.0,-485271.0,-1123143.0,1161.0,3508.0,146766754.0,147087227.0,147905063.0,148444720.0,0.29307795415302296,0.001024755238505854,-0.3306409570112861,-0.7652570963039763,0.0007910510850434153,0.002390187085557537,0.29243939720204254,0.001022522506322048,-0.3299205579557224,-0.7635897575253084,0.0007893275464361021,0.0023849793565011595,0.2908223635319367,0.0010168685030072298,-0.32809627348591847,-0.7593675140113357,0.0007849629866964054,0.0023717916945142034,0.28976510582525267,0.0010131717719565909,-0.32690350993959233,-0.7566069039033521,0.0007821093266234057,0.0023631692659732187
98,WI,2022,1400548.0,1502.0,477292.0,919373.0,1184.0,1197.0,129727400.0,129359516.0,129591946.0,130041010.0,1.0796084713021303,0.0011578124590487437,0.36791919054879696,0.7086960811671243,0.0009126830569332307,0.0009227040702272612,1.0826787570850218,0.0011611051482289096,0.36896551159019486,0.71071153358366,0.0009152786255013509,0.0009253281374367543,1.0807369155487487,0.0011590226448177574,0.3683037524569621,0.7094368349094781,0.0009136370249428927,0.00092366851254784,1.0770048617739896,0.0011550202509193063,0.3670319078573751,0.7069869728018876,0.0009104820087140203,0.0009204788550934818
99,WI,2023,256191.0,620.0,-383674.0,-714683.0,372.0,914.0,112037300.0,111719582.0,111920317.0,112308145.0,0.2286658104042136,0.0005533871308930151,-0.3424520226745914,-0.6378973788193752,0.00033203227853580906,0.0008157997381229287,0.22931611040220323,0.0005549609020198446,-0.34342591793800303,-0.6397114876423365,0.0003329765412119068,0.0008181197813647386,0.22890481984606958,0.0005539655503298833,-0.34280996541494785,-0.6385641313006646,0.00033237933019793003,0.0008166524403250215,0.22811435448426293,0.0005520525692949518,-0.34162615721237316,-0.6363590102926195,0.0003312315415769711,0.0008138323360251387
100,WV,2022,235065.0,497.0,98518.0,135588.0,209.0,253.0,39414364.0,39275478.0,39028770.0,38941562.0,0.5963942485536491,0.0012609616128779852,0.24995455971330655,0.34400656572816957,0.0005302635353953701,0.0006418979638996585,0.5985032187259439,0.0012654206270895035,0.2508384493754602,0.3452230422249731,0.0005321386540476986,0.0006441678443735299,0.6022864671369352,0.0012734195825284784,0.25242404513388456,0.3474052602733829,0.0005355023998962817,0.0006482397472428673,0.6036352624992289,0.0012762713524434382,0.2529893382294218,0.34818325982917686,0.0005367016351321501,0.000649691453054708
101,WV,2023,35061.0,177.0,-76608.0,-100521.0,66.0,40.0,34039678.0,33919731.0,33706665.0,33631349.0,0.10300038678391729,0.0005199814169805014,-0.2250550078646455,-0.29530537862314676,0.00019389137582323784,0.00011750992474135625,0.10336461689510451,0.0005218201759913721,-0.2258508476968759,-0.29634963791428653,0.00019457701477644383,0.00011792546350087504,0.1040180035610168,0.0005251186968512014,-0.2272784922507166,-0.2982229182270035,0.00019580697170722765,0.00011867089194377433,0.10425094753112639,0.0005262946782182302,-0.22778747293187673,-0.29889077598403796,0.00019624547323391638,0.0001189366504447978
102,WY,2022,73934.0,233.0,28102.0,45087.0,166.0,346.0,12708608.0,12750056.0,12795838.0,12849254.0,0.581763163990895,0.0018334029974014462,0.22112571258787744,0.3547752830207683,0.001306201277118627,0.002722564107729186,0.5798719629153002,0.0018274429539760452,0.22040687507568596,0.35362197624857494,0.0013019550659228477,0.0027137135711403936,0.5777972493868709,0.0018209045785043544,0.21961828525806593,0.35235675850225673,0.0012972968241704841,0.002704004223873419,0.5753952719745442,0.001813334844186285,0.21870530382542053,0.3508919661795152,0.0012919037945704863,0.0026927633308517366
103,WY,2023,9271.0,30.0,-21350.0,-34895.0,38.0,187.0,10975616.0,11011412.0,11050951.0,11097083.0,0.08446906305759969,0.0002733331778371255,-0.1945221115607543,-0.3179320413542165,0.00034622202526035894,0.0017037768085180823,0.08419447024595937,0.00027244462381391236,-0.19388975728090094,-0.31689850493288235,0.0003450965234976223,0.0016982381551067201,0.08389323235620173,0.00027146984906547866,-0.19319604258493228,-0.31576467943799585,0.0003438618088162729,0.0016921620591748166,0.08354447740906326,0.00027034131401918864,-0.1923929018103226,-0.3144520050899863,0.0003424323310909723,0.0016851275240529426
