"st_abbreviation","2019","2020","2021","2022","2023","code","btu_2019","btu_2020","btu_2021"
"PA","13002788","12995477","13013614","12972091","12961683","TECPB","47","40.4","42.2"
"PA","13002788","12995477","13013614","12972091","12961683","TEEIB","2050935","1995146","2076950"
"PA","13002788","12995477","13013614","12972091","12961683","TEICB","1404772","1253925","1370511"
"PA","13002788","12995477","13013614","12972091","12961683","TEIPB","109.8","96.5","105.3"
"PA","13002788","12995477","13013614","12972091","12961683","TERCB","892079","849882","874095"
"PA","13002788","12995477","13013614","12972091","12961683","TERPB","69.7","65.4","67.2"
"PA","13002788","12995477","13013614","12972091","12961683","TETCB","3818299","3411392","3633617"
"PA","13002788","12995477","13013614","12972091","12961683","TETGR","5.34","5.01","5.11"
"PA","13002788","12995477","13013614","12972091","12961683","TETPB","298.3","262.5","279.2"
"PA","13002788","12995477","13013614","12972091","12961683","TETXB","3819838","3413899","3634462"
"PA","13002788","12995477","13013614","12972091","12961683","TNACB","917521","782332","838322"
"PA","13002788","12995477","13013614","12972091","12961683","TNCCB","357371","321370","338381"
"PA","13002788","12995477","13013614","12972091","12961683","TNICB","1097876","973751","1085511"
"PA","13002788","12995477","13013614","12972091","12961683","TNRCB","560998","531089","555206"
"PA","13002788","12995477","13013614","12972091","12961683","TNTXB","2933766","2608543","2817420"
"PA","13002788","12995477","13013614","12972091","12961683","TPOPP","12799","12994","13012"
"PA","13002788","12995477","13013614","12972091","12961683","UOICB","3142","2818","749"
"PA","13002788","12995477","13013614","12972091","12961683","USICB","0","0","0"
"PA","13002788","12995477","13013614","12972091","12961683","WDCCB","4840","5081","5162"
"PA","13002788","12995477","13013614","12972091","12961683","WDEIB","3","1","3"
"PA","13002788","12995477","13013614","12972091","12961683","WDGBP","80","80","80"
"PA","13002788","12995477","13013614","12972091","12961683","WDICB","39650","39502","38836"
"PA","13002788","12995477","13013614","12972091","12961683","WDRCB","33527","28401","28775"
"PA","13002788","12995477","13013614","12972091","12961683","WDTCB","78019","72984","72775"
"PA","13002788","12995477","13013614","12972091","12961683","WSCCB","2135","2181","2087"
"PA","13002788","12995477","13013614","12972091","12961683","WSEIB","24005","22169","19935"
"PA","13002788","12995477","13013614","12972091","12961683","WSGBP","439","370","370"
"PA","13002788","12995477","13013614","12972091","12961683","WSICB","9313","9423","9012"
"PA","13002788","12995477","13013614","12972091","12961683","WSTCB","35453","33772","31034"
"PA","13002788","12995477","13013614","12972091","12961683","WWCCB","6975","7261","7249"
"PA","13002788","12995477","13013614","12972091","12961683","WWEIB","24007","22169","19938"
"PA","13002788","12995477","13013614","12972091","12961683","WWICB","48963","48925","47848"
"PA","13002788","12995477","13013614","12972091","12961683","WWTCB","113472","106757","103809"
"PA","13002788","12995477","13013614","12972091","12961683","WWTXB","89464","84588","83872"
"PA","13002788","12995477","13013614","12972091","12961683","WXICB","641","566","725"
"PA","13002788","12995477","13013614","12972091","12961683","WYCCB","0","0","0"
"PA","13002788","12995477","13013614","12972091","12961683","WYEGB","28926","32861","30558"
"PA","13002788","12995477","13013614","12972091","12961683","WYGBP","1460","1460","1460"
"PA","13002788","12995477","13013614","12972091","12961683","WYICB","0","0","0"
"PA","13002788","12995477","13013614","12972091","12961683","WYTCB","28926","32861","30558"
"PA","13002788","12995477","13013614","12972091","12961683","WYTXB","0","0","0"
"PA","13002788","12995477","13013614","12972091","12961683","ZWCDP","809","838","838"
"PA","13002788","12995477","13013614","12972091","12961683","ZWHDP","5611","5203","5246"
"RI","1097371","1096444","1097092","1093842","1095962","ABICB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","ARICB","4756","5649","5764"
"RI","1097371","1096444","1097092","1093842","1095962","ARTCB","4756","5649","5764"
"RI","1097371","1096444","1097092","1093842","1095962","ARTXB","4756","5649","5764"
"RI","1097371","1096444","1097092","1093842","1095962","AVACB","41","33","40"
"RI","1097371","1096444","1097092","1093842","1095962","AVTCB","41","33","40"
"RI","1097371","1096444","1097092","1093842","1095962","AVTXB","41","33","40"
"RI","1097371","1096444","1097092","1093842","1095962","B1ACB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","B1TCB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","BDACB","248","255","257"
"RI","1097371","1096444","1097092","1093842","1095962","BDLCB","7","8","9"
"RI","1097371","1096444","1097092","1093842","1095962","BDTCB","248","255","257"
"RI","1097371","1096444","1097092","1093842","1095962","BFLCB","7","8","9"
"RI","1097371","1096444","1097092","1093842","1095962","BFTCB","3584","3070","3336"
"RI","1097371","1096444","1097092","1093842","1095962","BMTCB","7779","7584","6954"
"RI","1097371","1096444","1097092","1093842","1095962","BQICB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","BQTCB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","BTGBP","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","BYICB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","BYTCB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","CLACB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","CLCCB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","CLEIB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","CLGBP","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","CLICB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","CLKCB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","CLOCB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","CLRCB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","CLTCB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","CLTXB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","COICB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","DFACB","9538","9146","9901"
"RI","1097371","1096444","1097092","1093842","1095962","DFCCB","1730","1176","2748"
"RI","1097371","1096444","1097092","1093842","1095962","DFEIB","78","29","95"
"RI","1097371","1096444","1097092","1093842","1095962","DFICB","1051","1129","856"
"RI","1097371","1096444","1097092","1093842","1095962","DFRCB","11827","10738","13640"
"RI","1097371","1096444","1097092","1093842","1095962","DFTCB","24224","22218","27239"
"RI","1097371","1096444","1097092","1093842","1095962","DFTXB","24146","22189","27144"
"RI","1097371","1096444","1097092","1093842","1095962","DKEIB","78","29","95"
"RI","1097371","1096444","1097092","1093842","1095962","DMTCB","23886","21866","27076"
"RI","1097371","1096444","1097092","1093842","1095962","ELEXB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","ELGBP","2027","2129","2131"
"RI","1097371","1096444","1097092","1093842","1095962","ELIMB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","ELISB","3489","-7510","-10651"
"RI","1097371","1096444","1097092","1093842","1095962","ELNIB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","EMACB","3207","2683","2945"
"RI","1097371","1096444","1097092","1093842","1095962","EMCCB","77","78","79"
"RI","1097371","1096444","1097092","1093842","1095962","EMICB","45","46","46"
"RI","1097371","1096444","1097092","1093842","1095962","EMLCB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","EMTCB","3329","2807","3070"
"RI","1097371","1096444","1097092","1093842","1095962","EQICB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","EQTCB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","ESACB","92","60","62"
"RI","1097371","1096444","1097092","1093842","1095962","ESCCB","12435","12117","12299"
"RI","1097371","1096444","1097092","1093842","1095962","ESICB","2373","2166","2197"
"RI","1097371","1096444","1097092","1093842","1095962","ESRCB","10178","10741","10685"
"RI","1097371","1096444","1097092","1093842","1095962","ESTCB","25078","25083","25242"
"RI","1097371","1096444","1097092","1093842","1095962","ESTXB","25078","25083","25242"
"RI","1097371","1096444","1097092","1093842","1095962","EYICB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","EYTCB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","FFGBP","1832","1835","1780"
"RI","1097371","1096444","1097092","1093842","1095962","FFTCB","175244","169299","182063"
"RI","1097371","1096444","1097092","1093842","1095962","FNICB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","FOICB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","FSICB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","GDPRV","61642.8","60770.6","66570.9"
"RI","1097371","1096444","1097092","1093842","1095962","GDPRX","53411","51516","54606"
"RI","1097371","1096444","1097092","1093842","1095962","GECCB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","GEEGB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","GEGBP","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","GEICB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","GERCB","57","57","57"
"RI","1097371","1096444","1097092","1093842","1095962","GETCB","57","57","57"
"RI","1097371","1096444","1097092","1093842","1095962","GETXB","57","57","57"
"RI","1097371","1096444","1097092","1093842","1095962","HLACB","37","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","HLCCB","896","841","769"
"RI","1097371","1096444","1097092","1093842","1095962","HLICB","102","89","106"
"RI","1097371","1096444","1097092","1093842","1095962","HLRCB","1621","1553","1656"
"RI","1097371","1096444","1097092","1093842","1095962","HLTCB","2655","2482","2531"
"RI","1097371","1096444","1097092","1093842","1095962","HLTXB","2655","2482","2531"
"RI","1097371","1096444","1097092","1093842","1095962","HPGBP","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","HVGBP","3","3","3"
"RI","1097371","1096444","1097092","1093842","1095962","HYCCB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","HYEGB","32","31","39"
"RI","1097371","1096444","1097092","1093842","1095962","HYICB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","HYTCB","32","31","39"
"RI","1097371","1096444","1097092","1093842","1095962","HYTXB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","IQICB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","IQTCB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","IYICB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","IYTCB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","JFACB","2277","1718","1508"
"RI","1097371","1096444","1097092","1093842","1095962","JFTCB","2277","1718","1508"
"RI","1097371","1096444","1097092","1093842","1095962","JFTXB","2277","1718","1508"
"RI","1097371","1096444","1097092","1093842","1095962","KSCCB","5","6","3"
"RI","1097371","1096444","1097092","1093842","1095962","KSICB","0","0","1"
"RI","1097371","1096444","1097092","1093842","1095962","KSRCB","19","12","20"
"RI","1097371","1096444","1097092","1093842","1095962","KSTCB","24","19","24"
"RI","1097371","1096444","1097092","1093842","1095962","KSTXB","24","19","24"
"RI","1097371","1096444","1097092","1093842","1095962","LOACB","132","81","83"
"RI","1097371","1096444","1097092","1093842","1095962","LOCCB","17768","16386","16548"
"RI","1097371","1096444","1097092","1093842","1095962","LOICB","3390","2928","2955"
"RI","1097371","1096444","1097092","1093842","1095962","LORCB","14543","14525","14376"
"RI","1097371","1096444","1097092","1093842","1095962","LOTCB","35834","33920","33963"
"RI","1097371","1096444","1097092","1093842","1095962","LOTXB","35834","33920","33963"
"RI","1097371","1096444","1097092","1093842","1095962","LUACB","267","231","238"
"RI","1097371","1096444","1097092","1093842","1095962","LUICB","190","183","202"
"RI","1097371","1096444","1097092","1093842","1095962","LUTCB","457","414","440"
"RI","1097371","1096444","1097092","1093842","1095962","LUTXB","457","414","440"
"RI","1097371","1096444","1097092","1093842","1095962","MBICB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","MGACB","44281","36760","40042"
"RI","1097371","1096444","1097092","1093842","1095962","MGCCB","1057","1065","1075"
"RI","1097371","1096444","1097092","1093842","1095962","MGICB","628","629","629"
"RI","1097371","1096444","1097092","1093842","1095962","MGTCB","45966","38453","41746"
"RI","1097371","1096444","1097092","1093842","1095962","MGTXB","45966","38453","41746"
"RI","1097371","1096444","1097092","1093842","1095962","MMTCB","42637","35647","38676"
"RI","1097371","1096444","1097092","1093842","1095962","MSICB","25","24","24"
"RI","1097371","1096444","1097092","1093842","1095962","NAICB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","NGACB","2567","2340","2375"
"RI","1097371","1096444","1097092","1093842","1095962","NGCCB","12783","11129","11567"
"RI","1097371","1096444","1097092","1093842","1095962","NGEIB","53023","60087","63695"
"RI","1097371","1096444","1097092","1093842","1095962","NGGBP","1825","1828","1773"
"RI","1097371","1096444","1097092","1093842","1095962","NGICB","9079","8609","8707"
"RI","1097371","1096444","1097092","1093842","1095962","NGRCB","20479","18820","19129"
"RI","1097371","1096444","1097092","1093842","1095962","NGTCB","97931","100985","105473"
"RI","1097371","1096444","1097092","1093842","1095962","NGTPB","92.5","92.1","96.1"
"RI","1097371","1096444","1097092","1093842","1095962","NGTXB","44908","40898","41778"
"RI","1097371","1096444","1097092","1093842","1095962","NNTCB","97931","100985","105473"
"RI","1097371","1096444","1097092","1093842","1095962","NUEGB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","NUETB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","NUGBP","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","OHICB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","OJGBP","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","OMTCB","520","471","451"
"RI","1097371","1096444","1097092","1093842","1095962","OPACB","0","0","148"
"RI","1097371","1096444","1097092","1093842","1095962","OPICB","520","471","451"
"RI","1097371","1096444","1097092","1093842","1095962","OPTCB","520","471","599"
"RI","1097371","1096444","1097092","1093842","1095962","OPTXB","520","471","599"
"RI","1097371","1096444","1097092","1093842","1095962","OTGBP","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","P1ICB","5466","6303","6417"
"RI","1097371","1096444","1097092","1093842","1095962","P1TCB","5798","6585","6866"
"RI","1097371","1096444","1097092","1093842","1095962","P1TXB","5798","6585","6866"
"RI","1097371","1096444","1097092","1093842","1095962","PAACB","56484","47887","51918"
"RI","1097371","1096444","1097092","1093842","1095962","PACCB","3690","3098","4597"
"RI","1097371","1096444","1097092","1093842","1095962","PAEIB","78","29","95"
"RI","1097371","1096444","1097092","1093842","1095962","PAGBP","7","7","7"
"RI","1097371","1096444","1097092","1093842","1095962","PAICB","7261","8155","8045"
"RI","1097371","1096444","1097092","1093842","1095962","PARCB","13466","12302","15316"
"RI","1097371","1096444","1097092","1093842","1095962","PATCB","80979","71471","79971"
"RI","1097371","1096444","1097092","1093842","1095962","PATPB","76.5","65.2","72.9"
"RI","1097371","1096444","1097092","1093842","1095962","PATXB","80901","71442","79876"
"RI","1097371","1096444","1097092","1093842","1095962","PCCCB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","PCEIB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","PCICB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","PCTCB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","PCTXB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","PLICB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","PMTCB","77313","68314","76590"
"RI","1097371","1096444","1097092","1093842","1095962","PPICB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","PPTCB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","PQACB","37","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","PQCCB","896","841","769"
"RI","1097371","1096444","1097092","1093842","1095962","PQICB","102","89","106"
"RI","1097371","1096444","1097092","1093842","1095962","PQRCB","1621","1553","1656"
"RI","1097371","1096444","1097092","1093842","1095962","PQTCB","2655","2482","2531"
"RI","1097371","1096444","1097092","1093842","1095962","PQTXB","2655","2482","2531"
"RI","1097371","1096444","1097092","1093842","1095962","PYICB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","PYTCB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","REACB","3455","2938","3202"
"RI","1097371","1096444","1097092","1093842","1095962","RECCB","1486","2305","2886"
"RI","1097371","1096444","1097092","1093842","1095962","REEIB","4322","6398","6066"
"RI","1097371","1096444","1097092","1093842","1095962","REGBP","195","294","351"
"RI","1097371","1096444","1097092","1093842","1095962","REICB","212","212","224"
"RI","1097371","1096444","1097092","1093842","1095962","RERCB","2357","2072","2169"
"RI","1097371","1096444","1097092","1093842","1095962","RETCB","11832","13926","14546"
"RI","1097371","1096444","1097092","1093842","1095962","RFACB","43","0","41"
"RI","1097371","1096444","1097092","1093842","1095962","RFCCB","2","9","2"
"RI","1097371","1096444","1097092","1093842","1095962","RFEIB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","RFICB","15","6","38"
"RI","1097371","1096444","1097092","1093842","1095962","RFTCB","60","16","81"
"RI","1097371","1096444","1097092","1093842","1095962","RFTXB","60","16","81"
"RI","1097371","1096444","1097092","1093842","1095962","SFCCB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","SFEIB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","SFINB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","SFRCB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","SFTCB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","SGICB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","SNICB","472","427","401"
"RI","1097371","1096444","1097092","1093842","1095962","SOCCB","1089","1933","2532"
"RI","1097371","1096444","1097092","1093842","1095962","SOEGB","487","1706","2512"
"RI","1097371","1096444","1097092","1093842","1095962","SOGBP","80","179","231"
"RI","1097371","1096444","1097092","1093842","1095962","SOICB","0","2","12"
"RI","1097371","1096444","1097092","1093842","1095962","SORCB","554","731","918"
"RI","1097371","1096444","1097092","1093842","1095962","SOTCB","2130","4372","5974"
"RI","1097371","1096444","1097092","1093842","1095962","SOTXB","1643","2665","3462"
"RI","1097371","1096444","1097092","1093842","1095962","TEACB","59274","50369","54438"
"RI","1097371","1096444","1097092","1093842","1095962","TEAPB","56","45.9","49.6"
"RI","1097371","1096444","1097092","1093842","1095962","TECCB","48086","44956","47818"
"RI","1097371","1096444","1097092","1093842","1095962","TECPB","45.4","41","43.6"
"RI","1097371","1096444","1097092","1093842","1095962","TEEIB","57422","66514","69856"
"RI","1097371","1096444","1097092","1093842","1095962","TEICB","22270","22024","22081"
"RI","1097371","1096444","1097092","1093842","1095962","TEIPB","21","20.1","20.1"
"RI","1097371","1096444","1097092","1093842","1095962","TERCB","61024","58461","61674"
"RI","1097371","1096444","1097092","1093842","1095962","TERPB","57.7","53.3","56.2"
"RI","1097371","1096444","1097092","1093842","1095962","TETCB","190565","175714","185958"
"RI","1097371","1096444","1097092","1093842","1095962","TETGR","3.57","3.41","3.41"
"RI","1097371","1096444","1097092","1093842","1095962","TETPB","180.1","160.3","169.5"
"RI","1097371","1096444","1097092","1093842","1095962","TETXB","190655","175810","186012"
"RI","1097371","1096444","1097092","1093842","1095962","TNACB","59143","50288","54355"
"RI","1097371","1096444","1097092","1093842","1095962","TNCCB","30317","28570","31270"
"RI","1097371","1096444","1097092","1093842","1095962","TNICB","18880","19096","19126"
"RI","1097371","1096444","1097092","1093842","1095962","TNRCB","46481","43936","47298"
"RI","1097371","1096444","1097092","1093842","1095962","TNTXB","154821","141890","152049"
"RI","1097371","1096444","1097092","1093842","1095962","TPOPP","1058","1096","1097"
"RI","1097371","1096444","1097092","1093842","1095962","UOICB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","USICB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","WDCCB","252","230","214"
"RI","1097371","1096444","1097092","1093842","1095962","WDEIB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","WDGBP","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","WDICB","75","75","75"
"RI","1097371","1096444","1097092","1093842","1095962","WDRCB","1747","1285","1194"
"RI","1097371","1096444","1097092","1093842","1095962","WDTCB","2075","1590","1483"
"RI","1097371","1096444","1097092","1093842","1095962","WSCCB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","WSEIB","2036","2843","2053"
"RI","1097371","1096444","1097092","1093842","1095962","WSGBP","40","40","40"
"RI","1097371","1096444","1097092","1093842","1095962","WSICB","84","82","81"
"RI","1097371","1096444","1097092","1093842","1095962","WSTCB","2120","2925","2135"
"RI","1097371","1096444","1097092","1093842","1095962","WWCCB","252","230","214"
"RI","1097371","1096444","1097092","1093842","1095962","WWEIB","2036","2843","2053"
"RI","1097371","1096444","1097092","1093842","1095962","WWICB","159","157","156"
"RI","1097371","1096444","1097092","1093842","1095962","WWTCB","4194","4514","3618"
"RI","1097371","1096444","1097092","1093842","1095962","WWTXB","2158","1672","1565"
"RI","1097371","1096444","1097092","1093842","1095962","WXICB","23","21","26"
"RI","1097371","1096444","1097092","1093842","1095962","WYCCB","68","65","61"
"RI","1097371","1096444","1097092","1093842","1095962","WYEGB","1767","1818","1462"
"RI","1097371","1096444","1097092","1093842","1095962","WYGBP","73","73","77"
"RI","1097371","1096444","1097092","1093842","1095962","WYICB","0","0","0"
"RI","1097371","1096444","1097092","1093842","1095962","WYTCB","1835","1883","1523"
"RI","1097371","1096444","1097092","1093842","1095962","WYTXB","68","65","61"
"RI","1097371","1096444","1097092","1093842","1095962","ZWCDP","624","756","708"
"RI","1097371","1096444","1097092","1093842","1095962","ZWHDP","5841","5184","5220"
"SC","5118422","5132151","5193848","5282955","5373555","ABICB","0","0","0"
"SC","5118422","5132151","5193848","5282955","5373555","ARICB","17560","14588","13875"
"SC","5118422","5132151","5193848","5282955","5373555","ARTCB","17560","14588","13875"
"SC","5118422","5132151","5193848","5282955","5373555","ARTXB","17560","14588","13875"
"SC","5118422","5132151","5193848","5282955","5373555","AVACB","336","292","337"
"SC","5118422","5132151","5193848","5282955","5373555","AVTCB","336","292","337"
"SC","5118422","5132151","5193848","5282955","5373555","AVTXB","336","292","337"
"SC","5118422","5132151","5193848","5282955","5373555","B1ACB","0","0","0"
"SC","5118422","5132151","5193848","5282955","5373555","B1TCB","0","0","0"
"SC","5118422","5132151","5193848","5282955","5373555","BDACB","1437","1564","1291"
"SC","5118422","5132151","5193848","5282955","5373555","BDLCB","0","0","0"
"SC","5118422","5132151","5193848","5282955","5373555","BDTCB","1437","1564","1291"
"SC","5118422","5132151","5193848","5282955","5373555","BFLCB","0","0","0"
"SC","5118422","5132151","5193848","5282955","5373555","BFTCB","24727","22146","24108"
"SC","5118422","5132151","5193848","5282955","5373555","BMTCB","128634","121095","123549"
"SC","5118422","5132151","5193848","5282955","5373555","BQICB","0","0","0"
"SC","5118422","5132151","5193848","5282955","5373555","BQTCB","0","0","0"
"SC","5118422","5132151","5193848","5282955","5373555","BTGBP","4","4","4"
"SC","5118422","5132151","5193848","5282955","5373555","BYICB","0","0","0"
"SC","5118422","5132151","5193848","5282955","5373555","BYTCB","0","0","0"
"SC","5118422","5132151","5193848","5282955","5373555","CLACB","0","0","0"
"SC","5118422","5132151","5193848","5282955","5373555","CLCCB","0","0","0"
"SC","5118422","5132151","5193848","5282955","5373555","CLEIB","156430","133751","159246"
"SC","5118422","5132151","5193848","5282955","5373555","CLGBP","4769","4769","4789"
"SC","5118422","5132151","5193848","5282955","5373555","CLICB","4273","3529","3382"
"SC","5118422","5132151","5193848","5282955","5373555","CLKCB","0","0","0"
"SC","5118422","5132151","5193848","5282955","5373555","CLOCB","4273","3529","3382"
"SC","5118422","5132151","5193848","5282955","5373555","CLRCB","0","0","0"
"SC","5118422","5132151","5193848","5282955","5373555","CLTCB","160703","137280","162628"
"SC","5118422","5132151","5193848","5282955","5373555","CLTXB","4273","3529","3382"
"SC","5118422","5132151","5193848","5282955","5373555","COICB","0","0","0"
"SC","5118422","5132151","5193848","5282955","5373555","DFACB","124111","119144","121748"
"SC","5118422","5132151","5193848","5282955","5373555","DFCCB","3288","3042","3048"
"SC","5118422","5132151","5193848","5282955","5373555","DFEIB","826","737","889"
"SC","5118422","5132151","5193848","5282955","5373555","DFICB","11701","12751","10769"
"SC","5118422","5132151","5193848","5282955","5373555","DFRCB","424","410","480"
"SC","5118422","5132151","5193848","5282955","5373555","DFTCB","140350","136085","136933"
"SC","5118422","5132151","5193848","5282955","5373555","DFTXB","139524","135348","136045"
"SC","5118422","5132151","5193848","5282955","5373555","DKEIB","826","737","889"
"SC","5118422","5132151","5193848","5282955","5373555","DMTCB","135598","131137","134723"
"SC","5118422","5132151","5193848","5282955","5373555","ELEXB","0","0","0"
"SC","5118422","5132151","5193848","5282955","5373555","ELGBP","23962","24122","24268"
"SC","5118422","5132151","5193848","5282955","5373555","ELIMB","0","0","0"
"SC","5118422","5132151","5193848","5282955","5373555","ELISB","-138946","-160944","-124768"
"SC","5118422","5132151","5193848","5282955","5373555","ELNIB","0","0","0"
"SC","5118422","5132151","5193848","5282955","5373555","EMACB","22628","19919","22147"
"SC","5118422","5132151","5193848","5282955","5373555","EMCCB","449","448","456"
"SC","5118422","5132151","5193848","5282955","5373555","EMICB","214","215","214"
"SC","5118422","5132151","5193848","5282955","5373555","EMLCB","0","0","0"
"SC","5118422","5132151","5193848","5282955","5373555","EMTCB","23291","20582","22817"
"SC","5118422","5132151","5193848","5282955","5373555","EQICB","0","0","0"
"SC","5118422","5132151","5193848","5282955","5373555","EQTCB","0","0","0"
"SC","5118422","5132151","5193848","5282955","5373555","ESACB","0","0","0"
"SC","5118422","5132151","5193848","5282955","5373555","ESCCB","75638","71087","72042"
"SC","5118422","5132151","5193848","5282955","5373555","ESICB","91705","85562","93120"
"SC","5118422","5132151","5193848","5282955","5373555","ESRCB","106318","105178","107088"
"SC","5118422","5132151","5193848","5282955","5373555","ESTCB","273662","261827","272251"
"SC","5118422","5132151","5193848","5282955","5373555","ESTXB","273662","261827","272251"
"SC","5118422","5132151","5193848","5282955","5373555","EYICB","0","0","0"
"SC","5118422","5132151","5193848","5282955","5373555","EYTCB","0","0","0"
"SC","5118422","5132151","5193848","5282955","5373555","FFGBP","12143","11764","11788"
"SC","5118422","5132151","5193848","5282955","5373555","FFTCB","1024446","946501","1022233"
"SC","5118422","5132151","5193848","5282955","5373555","FNICB","0","0","0"
"SC","5118422","5132151","5193848","5282955","5373555","FOICB","0","0","0"
"SC","5118422","5132151","5193848","5282955","5373555","FSICB","0","0","0"
"SC","5118422","5132151","5193848","5282955","5373555","GDPRV","245987.2","245359.5","269802.5"
"SC","5118422","5132151","5193848","5282955","5373555","GDPRX","213238","208234","221045"
"SC","5118422","5132151","5193848","5282955","5373555","GECCB","0","0","0"
"SC","5118422","5132151","5193848","5282955","5373555","GEEGB","0","0","0"
"SC","5118422","5132151","5193848","5282955","5373555","GEGBP","0","0","0"
"SC","5118422","5132151","5193848","5282955","5373555","GEICB","0","0","0"
"SC","5118422","5132151","5193848","5282955","5373555","GERCB","648","648","648"
"SC","5118422","5132151","5193848","5282955","5373555","GETCB","648","648","648"
"SC","5118422","5132151","5193848","5282955","5373555","GETXB","648","648","648"
"SC","5118422","5132151","5193848","5282955","5373555","HLACB","194","218","195"
"SC","5118422","5132151","5193848","5282955","5373555","HLCCB","2588","2583","2891"
"SC","5118422","5132151","5193848","5282955","5373555","HLICB","2056","2073","2307"
"SC","5118422","5132151","5193848","5282955","5373555","HLRCB","3918","4135","4363"
"SC","5118422","5132151","5193848","5282955","5373555","HLTCB","8757","9009","9756"
"SC","5118422","5132151","5193848","5282955","5373555","HLTXB","8757","9009","9756"
"SC","5118422","5132151","5193848","5282955","5373555","HPGBP","2716","2796","2876"
